company_name,company_status,company_status_date,search_url,company_search_status,company_found_name,,flag,flagging_reason,company_number
Bahar Money Transfer Limited,Small Payment Institution,2018-08-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bahar+Money+Transfer+Limited,Not exact match,BAHAR MONEY TRANSFER LTD,,OK,,09683307
Bajra Limited,Cancelled - Small PI,2013-03-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bajra+Limited,Not exact match,BAJRA LTD,,Orange,"Nationality: Polish (KAMINSKA, Jolanta Maria), Country of Residence: Poland (KAMINSKA, Jolanta Maria), Nationality: Polish (KAMINSKI, Stefan Grzegorz), Country of Residence: Poland (KAMINSKI, Stefan Grzegorz), Country of Residence: Poland (PODGORSKA, Bayarjargal)",09487949
Bakaal Worldwide Limited,Small Payment Institution,2018-08-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bakaal+Worldwide+Limited,OK,BAKAAL WORLDWIDE LIMITED,,OK,,07351899
Bakhter Money Transfer Limited,Small Payment Institution,2018-05-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bakhter+Money+Transfer+Limited,OK,BAKHTER MONEY TRANSFER LIMITED,,OK,,09398248
Balamugunthan Sathiyamoorthy,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Balamugunthan+Sathiyamoorthy,Not exact match,DRS SATHIYAMOORTHY & CO LTD,,OK,,05922750
Balasingham Baleswaran,Cancelled - Small PI,2013-07-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Balasingham+Baleswaran,Not exact match,BALESWARAN FOODS LIMITED,,OK,,14368043
Balkh Forex Ltd,Cancelled - Small PI,2016-12-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Balkh+Forex+Ltd,OK,BALKH FOREX LTD,,OK,,09507790
Ballinger & Co. Ltd,Authorised Payment Institution,2019-10-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ballinger+&+Co.+Ltd,Not exact match,BALLINGER LTD,,Predicted Nationality,"Predicted nationality: ['else', 'russian', 'british', 'german', 'danish', 'swedish'] (Kristina STAFFORD)",05191780
Balogs Limited,Small Payment Institution,2018-10-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Balogs+Limited,OK,BALOGS LIMITED,,OK,,08917475
Balu Asiaa Services Limited,Cancelled - Small PI,2022-11-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Balu+Asiaa+Services+Limited,OK,BALU ASIAA SERVICES LIMITED,,OK,,07408702
Balwant Singh Kang,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Balwant+Singh+Kang,Not exact match,BALWANT SINGH LTD,,OK,,11919491
Bancom Europe Ltd,Authorised Electronic Money Institution,2018-03-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bancom+Europe+Ltd,OK,BANCOM EUROPE LTD,,Orange,"Nationality: Cypriot (Mr Avraham Shaked), Country of Residence: Cyprus (Mr Avraham Shaked)",07930355
Bancoremit Limited,Small Payment Institution,2018-06-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bancoremit+Limited,OK,BANCOREMIT LIMITED,,Company Ownership,"Company Ownership: As (Governing Law: Danish), Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Company (Governing Law: Nigerian Law)",09756778
Bandmex Limited,Cancelled - Small PI,2013-01-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bandmex+Limited,OK,BANDMEX LIMITED,,OK,,04434626
Bangla Express Limited,PSD Revoked PI,2016-11-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bangla+Express+Limited,Not exact match,BANGLA EXPRESS LTD,,OK,,15708513
Bangla Link UK Ltd,Cancelled - Small PI,2013-05-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bangla+Link+UK+Ltd,Not exact match,BANGLA LINK UK INTERNATIONAL LIMITED,,OK,,07686491
Bangladesh Money Transfers UK Ltd,Cancelled - Small PI,2012-05-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bangladesh+Money+Transfers+UK+Ltd,Not exact match,FINSBURY FOREIGN EXCHANGE SOLUTION LTD,,OK,,05237898
Bango Payments Limited,Cancelled - Authorised PI,2018-11-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bango+Payments+Limited,OK,BANGO PAYMENTS LIMITED,,Company Ownership,Company Ownership: Public Limited Company (Governing Law: Companies Acts),09636390
Banked Ltd,Authorised Payment Institution,2019-01-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Banked+Ltd,OK,BANKED LTD,,Predicted Nationality,"Predicted nationality: ['chinese', 'polish', 'german', 'russian', 'else', 'danish'] (Filip COEN)",11047186
BanyanTree Wealth Ltd,Cancelled - Small PI,2019-01-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=BanyanTree+Wealth+Ltd,OK,BANYANTREE WEALTH LTD,,Predicted Nationality,"Predicted nationality: ['indian', 'russian'] (Ashish VASUDEVA)",10250432
Bar Services Company Limited,Cancelled - Small PI,2019-09-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bar+Services+Company+Limited,OK,BAR SERVICES COMPANY LIMITED,,OK,,03851920
Barbon Insurance Group Limited,Registered Account Information Service Provider,2019-03-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Barbon+Insurance+Group+Limited,OK,BARBON INSURANCE GROUP LIMITED,,Company Ownership,"Company Ownership: Private Limited Liability Company (Governing Law: United Kingdom (England And Wales)), Company Ownership: Private Limited Company (Governing Law: United Kingdom (England))",03135797
Bareeze Limited,Cancelled - Small PI,2013-02-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bareeze+Limited,OK,BAREEZE LIMITED,,OK,,05265814
Barkat Ventures Limited,Cancelled - Small PI,2024-05-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Barkat+Ventures+Limited,Not exact match,BARKAT VENTURES LTD,,OK,,10892346
Basharat Hussain,PSD Revoked PI,2012-03-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Basharat+Hussain,OK,BASHARAT HUSSAIN LTD,,OK,,15169210
Basharat Mohammed,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Basharat+Mohammed,Not exact match,ADEEL BASHARAT LTD,,OK,,12375379
Bashir Awale,Cancelled - Small PI,2013-11-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bashir+Awale,Not exact match,ABBAS AWALE LTD,,OK,,13822944
Bayem Enterprises Limited,Cancelled - Small PI,2018-03-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bayem+Enterprises+Limited,OK,BAYEM ENTERPRISES LIMITED,,OK,,09770109
Bazar Money Transfer Limited,Small Payment Institution,2021-03-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bazar+Money+Transfer+Limited,Not exact match,BAZAR MONEY TRANSFER LTD,,OK,,12506442
Bazlul Hakim,Cancelled - Small PI,2012-01-31 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bazlul+Hakim,Not exact match,AL HAKIM CENTRE FOR HIGHER EDUCATION SERVICES LLC,,OK,,OE024042
BeAccount Ltd,Authorised Electronic Money Institution,2021-07-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=BeAccount+Ltd,OK,BEACCOUNT LTD,,Orange,"Country of Residence: Cyprus (TEN NAPEL, Ern), Nationality: Cypriot (Mr Georgios Chimonides), Country of Residence: Cyprus (Mr Georgios Chimonides)",12600349
BePay Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=BePay+Limited,OK,BEPAY LIMITED,,Red,"Nationality: Latvian (VASILJEVS, Dainis), Country of Residence: Latvia (VASILJEVS, Dainis), Nationality: Latvian (DAINIS, Vasiljevs), Nationality: Russian (LYAMSYA, Dmitry, Mr.), Nationality: Russian (YURLOV, Sergey), Nationality: Latvian (Mr. Dainis Vasiljevs), Country of Residence: Latvia (Mr. Dainis Vasiljevs), Nationality: Russian (Mr. Dmitry Lyamsya), Nationality: Latvian (Vasiljevs Dainis), Country of Residence: Latvia (Vasiljevs Dainis)",09858559
Bedford Pay LTD,Small Electronic Money Institution,2019-08-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bedford+Pay+LTD,OK,BEDFORD PAY LTD,,Orange,"Nationality: Latvian (BELSKIS, Vladislavs, Mr.), Nationality: Latvian (BOROVIKS, Vladislavs), Nationality: Latvian (RADVILAVICS, Ritvars, Mr.), Nationality: Latvian (Mr. Vladislavs Belskis), Nationality: Latvian (Vladislavs Boroviks)",11082273
Beefin UK Ltd,Cancelled - Small PI,2018-02-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Beefin+UK+Ltd,OK,BEEFIN UK LTD,,OK,,11013638
Belal Hussain,Cancelled - Small PI,2013-10-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Belal+Hussain,Not exact match,ABDALLAH BELALA LTD,,OK,,14731273
Beltcastle Limited,Cancelled - Small PI,2013-11-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Beltcastle+Limited,OK,BELTCASTLE LIMITED,,OK,,02781493
Beltcastle Ltd,PSD Revoked PI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Beltcastle+Ltd,Not exact match,BELTCASTLE LIMITED,,OK,,02781493
Belyfted Limited,Small Payment Institution,2019-12-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Belyfted+Limited,OK,BELYFTED LIMITED,,OK,,11139735
Ben Saad Services Ltd,Small Payment Institution,2019-10-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ben+Saad+Services+Ltd,OK,BEN SAAD SERVICES LTD,,OK,,11810878
Benao Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Benao+Limited,OK,BENAO LIMITED,,OK,,07646766
Benbron Solutions Ltd,PSD Revoked PI,2015-10-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Benbron+Solutions+Ltd,OK,BENBRON SOLUTIONS LTD,,OK,,07494304
Bentzion Kish,Cancelled - Small PI,2018-08-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bentzion+Kish,Not exact match,ABI & KISHOR LTD,,OK,,12010729
Berhane Gebru,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Berhane+Gebru,Not exact match,GEBRUDER GROUP LIMITED,,OK,,14310555
Best Rate Transfers Limited,Cancelled - Small PI,2018-08-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Best+Rate+Transfers+Limited,OK,BEST RATE TRANSFERS LIMITED,,OK,,09111691
Best Value 4 U Ltd,PSD Revoked PI,2014-05-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Best+Value+4+U+Ltd,OK,BEST VALUE 4 U LTD,,OK,,08121158
Betcade Europe Ltd,Cancelled - Authorised PI,2017-02-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Betcade+Europe+Ltd,OK,BETCADE EUROPE LTD.,,Company Ownership,Company Ownership: Llc (Governing Law: Usa),09967116
Bhandari Brothers (UK) Ltd,Cancelled - Small PI,2017-09-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bhandari+Brothers+(UK)+Ltd,OK,BHANDARI BROTHERS (UK) LTD,,OK,,07028809
Bhandari Brothers Limited,Small Payment Institution,2018-03-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bhandari+Brothers+Limited,Not exact match,BHANDARI BROTHERS LTD,,OK,,05024440
Bhavesh Sheth,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bhavesh+Sheth,Not exact match,BHAVESH LTD,,Company Ownership,Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales)),11941258
Biashara London Limited,Cancelled - Small PI,2012-09-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Biashara+London+Limited,OK,BIASHARA LONDON LIMITED,,OK,,03303476
Bibby Foreign Exchange Limited,Authorised Payment Institution,2018-05-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bibby+Foreign+Exchange+Limited,OK,BIBBY FOREIGN EXCHANGE LIMITED,,Company Ownership,Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales)),09353026
Biilz UK Ltd,Small Electronic Money Institution,2020-10-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Biilz+UK+Ltd,OK,BIILZ UK LTD,,Orange,"Nationality: Estonian (SKIRIN, Aleksandr), Nationality: Cypriot (Ms Svetlana Umarova), Company Ownership: Private Limited Company (Governing Law: Companies Act (Singapore)), Company Ownership: Private Limited Company (Governing Law: Uk Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Nationality: Estonian (Mr Aleksandr Skirin)",12120171
Bilderlings Pay Limited,Authorised Electronic Money Institution,2018-05-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bilderlings+Pay+Limited,OK,BILDERLINGS PAY LIMITED,,Orange,"Nationality: Latvian (KRASOVSKA, Svetlana), Nationality: Latvian (POLAKOVS, Deniss), Nationality: Latvian (PESKOVS, Aleksejs), Nationality: Latvian (ZAHAROVS, Andrejs), Nationality: Latvian (Aleksandrs Peskovs), Country of Residence: Latvia (Aleksandrs Peskovs)",09908958
Bilex World Limited,Small Payment Institution,2018-10-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bilex+World+Limited,OK,BILEX WORLD LIMITED,,OK,,06922233
BillX Ltd,Cancelled - Authorised PI,2024-03-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=BillX+Ltd,OK,BILLX LTD,,OK,,11741401
Billon Financial Ltd,Small Electronic Money Institution,2018-04-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Billon+Financial+Ltd,OK,BILLON FINANCIAL LTD,,Orange,"Country of Residence: Poland (PUTTS, David Anton), Nationality: Polish (HOROSZCZAK, Andrzej), Country of Residence: Poland (HOROSZCZAK, Andrzej), Nationality: Polish (KALUZA, Robert Antoni), Country of Residence: Poland (KALUZA, Robert Antoni), Country of Residence: Poland (PUTTS, David Anton), Nationality: Polish (SOSIN, Katarzyna Dorota), Country of Residence: Poland (SOSIN, Katarzyna Dorota), Company Ownership: Corporate (Governing Law: United Kingdom (England And Wales))",10169337
Biottha Limited,PSD Revoked PI,2014-06-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Biottha+Limited,Not exact match,TOFIAT CARE LIMITED,,OK,,14945340
Bippit Ltd,Registered Account Information Service Provider,2019-08-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bippit+Ltd,OK,BIPPIT LTD,,OK,,11360377
BlaBla Connect Limited,Authorised Electronic Money Institution,2018-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=BlaBla+Connect+Limited,OK,BLABLA CONNECT LIMITED,,OK,,08246355
Blackhawk Network (UK) Ltd,Cancelled - Authorised EMI,2021-05-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Blackhawk+Network+(UK)+Ltd,OK,BLACKHAWK NETWORK (UK) LTD.,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: England & Wales), Company Ownership: Limited Company (Governing Law: Arizona, Usa)",05802971
Blackstone Solicitors Limited,Small Payment Institution,2020-06-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Blackstone+Solicitors+Limited,OK,BLACKSTONE SOLICITORS LIMITED,,OK,,07338650
Blackthorn Finance Ltd,Cancelled - Small PI,2020-07-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Blackthorn+Finance+Ltd,OK,BLACKTHORN FINANCE LTD,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales))",10024682
Blakeney Ventures Ltd,Cancelled - Authorised EMI,,https://find-and-update.company-information.service.gov.uk/search?q=Blakeney+Ventures+Ltd,OK,BLAKENEY VENTURES LTD,,Orange,"Nationality: Romanian (DRAGOI, Iulian Alex), Nationality: Romanian (Mr Iulian Alex Dragoi)",10647259
Blessed Exchange Limited,Small Payment Institution,2019-05-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Blessed+Exchange+Limited,OK,BLESSED EXCHANGE LIMITED,,OK,,11803056
Bluebird Travel Centre Limited,Cancelled - Small PI,2017-05-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bluebird+Travel+Centre+Limited,OK,BLUEBIRD TRAVEL CENTRE LIMITED,,OK,,05967367
Bluerock Foreign Exchange Limited,PSD Revoked PI,2014-07-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bluerock+Foreign+Exchange+Limited,OK,BLUEROCK FOREIGN EXCHANGE LIMITED,,OK,,07868178
Bluesnap Payment Services Limited,Authorised Payment Institution,2018-03-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Bluesnap+Payment+Services+Limited,Not exact match,BLUESNAP PAYMENT SERVICES LTD,,OK,,09042365
BofA Merrill Lynch Merchant Services (Europe) Limited,Cancelled - Authorised PI,2018-06-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=BofA+Merrill+Lynch+Merchant+Services+(Europe)+Limited,OK,BOFA MERRILL LYNCH MERCHANT SERVICES (EUROPE) LIMITED,,Company Ownership,"Company Ownership: Public Limited Company (Governing Law: Wisconsin), Company Ownership: Public Limited Company (Governing Law: Delaware), Company Ownership: Public Limited Company (Governing Law: Delaware)",09237619
Boku Account Services UK Ltd,Authorised Electronic Money Institution,2018-05-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Boku+Account+Services+UK+Ltd,OK,BOKU ACCOUNT SERVICES UK LTD,,OK,,06169107
